gid,event,inning,top_bot,vis_home,site,batteam,pitteam,score_v,score_h,batter,pitcher,lp,bat_f,bathand,pithand,balls,strikes,count,pitches,nump,pa,ab,single,double,triple,hr,sh,sf,hbp,walk,k,xi,roe,fc,othout,noout,oth,bip,bunt,ground,fly,line,iw,gdp,othdp,tp,fle,wp,pb,bk,oa,di,sb2,sb3,sbh,cs2,cs3,csh,pko1,pko2,pko3,k_safe,e1,e2,e3,e4,e5,e6,e7,e8,e9,outs_pre,outs_post,br1_pre,br2_pre,br3_pre,br1_post,br2_post,br3_post,lob_id1,lob_id2,lob_id3,pr1_pre,pr2_pre,pr3_pre,pr1_post,pr2_post,pr3_post,run_b,run1,run2,run3,prun_b,prun1,prun2,prun3,ur_b,ur1,ur2,ur3,rbi_b,rbi1,rbi2,rbi3,runs,rbi,er,tur,l1,l2,l3,l4,l5,l6,l7,l8,l9,lf1,lf2,lf3,lf4,lf5,lf6,lf7,lf8,lf9,f2,f3,f4,f5,f6,f7,f8,f9,po0,po1,po2,po3,po4,po5,po6,po7,po8,po9,a1,a2,a3,a4,a5,a6,a7,a8,a9,fseq,batout1,batout2,batout3,brout_b,brout1,brout2,brout3,firstf,loc,hittype,dpopp,pivot,pn,umphome,ump1b,ump2b,ump3b,umplf,umprf,date,gametype,pbp
NLS202507150,S8/L89D+,7,0,0,ATL03,ALS,NLS,0,6,kirka001,morea001,4,2.0,R,L,0,0,0,..X,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,kirka001,,,,,,,,,morea001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,ohear001,garcm003,buxtb001,wittb002,4,7,9,2,3,10,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,89D+,L,0,0,49,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,W.1-2,7,0,0,ATL03,ALS,NLS,0,6,aranj001,morea001,5,3.0,L,L,3,2,32,BBSBCB,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kirka001,,,aranj001,kirka001,,,,,morea001,,,morea001,morea001,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,ohear001,garcm003,buxtb001,wittb002,4,7,9,2,3,10,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,50,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,HR/F78XD.2-H;1-H,7,0,0,ATL03,ALS,NLS,0,6,rookb001,rodrr010,6,10.0,R,R,2,0,20,..BBX,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aranj001,kirka001,,,,,,,,morea001,morea001,,,,,rookb001,aranj001,kirka001,,rodrr010,morea001,morea001,,0,0,0,0,1,1,1,0,3,3,3,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,51,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,W,7,0,0,ATL03,ALS,NLS,3,6,garcm003,rodrr010,7,5.0,R,R,3,2,32,FBBBCB,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,garcm003,,,,,,,,,rodrr010,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,52,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,7/L7LD,7,0,0,ATL03,ALS,NLS,3,6,buxtb001,rodrr010,8,8.0,R,R,1,0,10,BX,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,garcm003,,,garcm003,,,,,,rodrr010,,,rodrr010,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,7,0,0,0,0,0,0,7,7LD+,L,0,0,53,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,SB2.1-3(E2/TH),7,0,0,ATL03,ALS,NLS,3,6,wittb002,rodrr010,9,6.0,R,R,0,0,0,>B,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,garcm003,,,,,garcm003,,,,rodrr010,,,,rodrr010,rodrr010,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,54,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,43/G4M.3-H(UR),7,0,0,ATL03,ALS,NLS,3,6,wittb002,rodrr010,9,6.0,R,R,2,2,22,>B.BCSX,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,garcm003,,,,,,,,rodrr010,rodrr010,,rodrr010,,,,,garcm003,,,,rodrr010,0,0,0,1,0,0,0,1,1,1,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0,4,0,0,0,0,0,0,4,4M+,G,0,0,55,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,E3/G3.B-1,7,0,0,ATL03,ALS,NLS,4,6,chisj001,rodrr010,1,4.0,L,R,0,0,0,X,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,,,,chisj001,,,,,,,rodrr010,,rodrr010,rodrr010,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3+,G,0,0,56,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,53/G56,7,0,0,ATL03,ALS,NLS,4,6,kwans001,megit001,2,7.0,L,R,1,2,12,.FBS>X,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,chisj001,,,,,,chisj001,,,rodrr010,rodrr010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0,5,0,0,0,0,0,0,5,56+,G,0,0,57,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,K,7,1,1,ATL03,NLS,ALS,4,6,stowk001,estec001,9,7.0,L,R,1,2,12,..FBSS,4.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,,,0,0,58,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,W,7,1,1,ATL03,NLS,ALS,4,6,schwk001,estec001,1,10.0,L,R,3,2,32,BBBCFB,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,schwk001,,,,,,,,,estec001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,59,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,K,7,1,1,ATL03,NLS,ALS,4,6,tatif002,estec001,2,9.0,R,R,0,2,2,FCT,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,schwk001,,,schwk001,,,,,,estec001,,,estec001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,,,0,0,60,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,S8/L8-.1-2,7,1,1,ATL03,NLS,ALS,4,6,donob001,estec001,3,4.0,L,R,2,2,22,FF*BBX,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,schwk001,,,donob001,schwk001,,,,,estec001,,,estec001,estec001,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,8-,L,0,0,61,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,K,7,1,1,ATL03,NLS,ALS,4,6,olsom001,estec001,4,3.0,L,R,0,2,2,FFC,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,donob001,schwk001,,,,,schwk001,donob001,,estec001,estec001,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,,,0,0,62,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,8/F78XD,8,0,0,ATL03,ALS,NLS,4,6,arozr001,misij001,3,9.0,R,R,3,2,32,.CBBBFX,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,8,0,0,0,0,0,0,8,78XD+,F,0,0,63,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,9/F9,8,0,0,ATL03,ALS,NLS,4,6,kirka001,misij001,4,2.0,R,R,0,2,2,FFFX,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,0,0,0,0,0,0,9,9+,F,0,0,64,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,S9/G34,8,0,0,ATL03,ALS,NLS,4,6,aranj001,misij001,5,3.0,L,R,1,2,12,CBFX,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,aranj001,,,,,,,,,misij001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,rookb001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,34+,G,0,0,65,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,9/L89D,8,0,0,ATL03,ALS,NLS,4,6,mckiz001,misij001,6,10.0,L,R,1,2,12,.SFBX,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,aranj001,,,,,,aranj001,,,misij001,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,0,0,0,0,0,0,9,89D+,L,0,0,66,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,HP,8,1,1,ATL03,NLS,ALS,4,6,suare001,smits003,5,5.0,R,R,2,1,21,..BCBH,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,suare001,,,,,,,,,smits003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,goodh001,carrc005,delae003,stowk001,11,9,4,3,5,2,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,67,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,56(1)/FO/G6.B-1,8,1,1,ATL03,NLS,ALS,4,6,woodj004,smits003,6,11.0,L,R,3,2,32,.FBCBBX,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suare001,,,woodj004,,,,,,smits003,,,smits003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,woodj004,carrc005,delae003,stowk001,11,9,4,3,5,11,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,56.0,5,0,0,0,0,0,0,5,6+,G,1,6,68,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,W.1-2,8,1,1,ATL03,NLS,ALS,4,6,carrc005,munoa002,7,8.0,L,R,3,2,32,.BCCBFBB,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,woodj004,,,carrc005,woodj004,,,,,smits003,,,munoa002,smits003,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,woodj004,carrc005,delae003,stowk001,11,9,4,3,5,11,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,69,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,7/F7L,8,1,1,ATL03,NLS,ALS,4,6,delae003,munoa002,8,6.0,B,R,3,0,30,BBBX,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,carrc005,woodj004,,carrc005,woodj004,,,,,munoa002,smits003,,munoa002,smits003,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,woodj004,carrc005,delae003,stowk001,11,9,4,3,5,11,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,7,0,0,0,0,0,0,7,7L+,F,0,0,70,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,K,8,1,1,ATL03,NLS,ALS,4,6,stowk001,munoa002,9,7.0,L,R,3,2,32,SBFBB>F>C,7.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,carrc005,woodj004,,,,,woodj004,carrc005,,munoa002,smits003,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,schwk001,tatif002,donob001,olsom001,suare001,woodj004,carrc005,delae003,stowk001,11,9,4,3,5,11,8,6,7,kirka001,aranj001,chisj001,garcm003,wittb002,kwans001,buxtb001,arozr001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,,,0,0,71,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,53/G15-,9,0,0,ATL03,ALS,NLS,4,6,garcm003,suarr002,7,5.0,R,R,1,2,12,..BFCFX,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0,5,0,0,0,0,0,0,5,15-,G,0,0,72,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,D9/G3,9,0,0,ATL03,ALS,NLS,4,6,buxtb001,suarr002,8,8.0,R,R,1,0,10,BX,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,buxtb001,,,,,,,,,suarr002,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,3+,G,0,0,73,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,D9/L9L.2-H,9,0,0,ATL03,ALS,NLS,4,6,wittb002,suarr002,9,6.0,R,R,0,2,2,TFX,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,buxtb001,,,wittb002,,,,,,suarr002,,,suarr002,,,,buxtb001,,,,suarr002,,0,0,0,0,0,0,1,0,1,1,1,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,9L+,L,0,0,74,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,31/G3+.2-3,9,0,0,ATL03,ALS,NLS,5,6,chisj001,diaze006,1,4.0,L,R,0,2,2,.FSX,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,wittb002,,,,wittb002,,,,,suarr002,,,,suarr002,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.0,3,0,0,0,0,0,0,3,3+,G,0,0,75,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,S5/G6S-.3-H,9,0,0,ATL03,ALS,NLS,5,6,kwans001,diaze006,2,7.0,L,R,2,2,22,BCSFFBX,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,wittb002,kwans001,,,,,,,,suarr002,diaze006,,,,,,wittb002,,,,suarr002,0,0,0,0,0,0,0,1,1,1,1,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,6S-,G,0,0,76,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
NLS202507150,SB2,9,0,0,ATL03,ALS,NLS,6,6,arozr001,diaze006,3,9.0,R,R,0,0,0,>C,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,kwans001,,,,kwans001,,,,,diaze006,,,,diaze006,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,chisj001,kwans001,arozr001,kirka001,aranj001,mckiz001,garcm003,buxtb001,wittb002,4,7,9,2,3,11,5,8,6,goodh001,olsom001,donob001,suare001,delae003,stowk001,carrc005,tatif002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,77,iassd901,hudsm901,segac901,viscj901,rehaj901,bacce901,20250715,allstar,full
